Player 1,Player 2,Average Duration Player 1,Average Duration Player 2,Average Duration Draws,Average Duration Total
MCTS,MCTS,74.0,45.49,123.67,48.12
MCTS,OSLA,76.16,44.4,106.73,63.22
MCTS,Rand,48.48,45.5,0.0,48.45
OSLA,MCTS,0.0,45.63,117.0,46.34
OSLA,OSLA,78.55,44.52,119.68,53.53
OSLA,Rand,51.06,45.33,0.0,50.8
Rand,MCTS,0.0,33.08,0.0,33.08
Rand,OSLA,0.0,31.68,0.0,31.68
Rand,Rand,56.63,38.85,0.0,41.96
Total,,38.49,37.45,46.71,41.72
