Player 1,Player 2,Total Pieces Left Player 1,Total Pieces Left Player 2,Total Pieces Left Draws,Average Total Pieces Left
MCTS,MCTS,3.96,3.86,4.02,3.94
MCTS,OSLA,4.4,7.09,5.7,4.67
MCTS,Rand,7.04,0.0,0.0,7.04
OSLA,MCTS,6.25,4.63,4.38,4.64
OSLA,OSLA,8.58,8.11,7.64,8.21
OSLA,Rand,7.79,0.0,0.0,7.79
Rand,MCTS,0.0,7.18,0.0,7.18
Rand,OSLA,0.0,7.95,0.0,7.95
Rand,Rand,4.63,4.94,0.0,4.77
Total,,4.26,4.38,2.17,5.62
