GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Player-1 rank,PlayerName-0,Player-1,Player-0,Player-0 rank,PlayerName-1
-917316452,Checkers,0,GAME_OVER,82,81,2,2,2,MCTS_v0,2,1,1,MCTS_v0
-547535208,Checkers,0,GAME_OVER,50,49,2,3,1,MCTS_v0,1,2,2,MCTS_v0
-659849858,Checkers,0,GAME_OVER,135,134,2,4,1,MCTS_v0,1,1,1,MCTS_v0
-629473439,Checkers,0,GAME_OVER,65,64,2,5,2,MCTS_v0,2,1,1,MCTS_v0
43672087,Checkers,0,GAME_OVER,62,61,2,6,2,MCTS_v0,2,1,1,MCTS_v0
1726808183,Checkers,0,GAME_OVER,123,122,2,7,1,MCTS_v0,1,1,1,MCTS_v0
310910769,Checkers,0,GAME_OVER,49,48,2,8,2,MCTS_v0,2,1,1,MCTS_v0
48755383,Checkers,0,GAME_OVER,115,114,2,9,1,MCTS_v0,1,1,1,MCTS_v0
-567388668,Checkers,0,GAME_OVER,91,90,2,10,1,MCTS_v0,1,2,2,MCTS_v0
-490944970,Checkers,0,GAME_OVER,54,53,2,11,1,MCTS_v0,1,2,2,MCTS_v0
566787608,Checkers,0,GAME_OVER,89,88,2,12,2,MCTS_v0,2,1,1,MCTS_v0
420420889,Checkers,0,GAME_OVER,51,50,2,13,1,MCTS_v0,1,2,2,MCTS_v0
-737829611,Checkers,0,GAME_OVER,142,141,2,14,1,MCTS_v0,1,1,1,MCTS_v0
-294653335,Checkers,0,GAME_OVER,48,47,2,15,1,MCTS_v0,1,2,2,MCTS_v0
-28911921,Checkers,0,GAME_OVER,58,57,2,16,2,MCTS_v0,2,1,1,MCTS_v0
-557060763,Checkers,0,GAME_OVER,53,52,2,17,1,MCTS_v0,1,2,2,MCTS_v0
817151233,Checkers,0,GAME_OVER,53,52,2,18,1,MCTS_v0,1,2,2,MCTS_v0
-1983306144,Checkers,0,GAME_OVER,105,104,2,19,1,MCTS_v0,1,1,1,MCTS_v0
264676764,Checkers,0,GAME_OVER,52,51,2,20,2,MCTS_v0,2,1,1,MCTS_v0
1126772783,Checkers,0,GAME_OVER,70,69,2,21,1,MCTS_v0,1,2,2,MCTS_v0
-1146101864,Checkers,0,GAME_OVER,59,58,2,22,2,MCTS_v0,2,1,1,MCTS_v0
1610191276,Checkers,0,GAME_OVER,144,143,2,23,1,MCTS_v0,1,1,1,MCTS_v0
715567520,Checkers,0,GAME_OVER,68,67,2,24,2,MCTS_v0,2,1,1,MCTS_v0
1546685668,Checkers,0,GAME_OVER,76,75,2,25,2,MCTS_v0,2,1,1,MCTS_v0
339833623,Checkers,0,GAME_OVER,139,138,2,26,1,MCTS_v0,1,1,1,MCTS_v0
-1776374302,Checkers,0,GAME_OVER,113,112,2,27,1,MCTS_v0,1,2,2,MCTS_v0
-2100553911,Checkers,0,GAME_OVER,107,106,2,28,1,MCTS_v0,1,2,2,MCTS_v0
995242290,Checkers,0,GAME_OVER,49,48,2,29,2,MCTS_v0,2,1,1,MCTS_v0
-36045891,Checkers,0,GAME_OVER,109,108,2,30,1,MCTS_v0,1,1,1,MCTS_v0
-1946586466,Checkers,0,GAME_OVER,45,44,2,31,1,MCTS_v0,1,2,2,MCTS_v0
-1106311670,Checkers,0,GAME_OVER,105,104,2,32,1,MCTS_v0,1,1,1,MCTS_v0
1913736871,Checkers,0,GAME_OVER,61,60,2,33,2,MCTS_v0,2,1,1,MCTS_v0
-510465378,Checkers,0,GAME_OVER,58,57,2,34,1,MCTS_v0,1,2,2,MCTS_v0
1897285066,Checkers,0,GAME_OVER,174,173,2,35,1,MCTS_v0,1,1,1,MCTS_v0
-825678514,Checkers,0,GAME_OVER,54,53,2,36,2,MCTS_v0,2,1,1,MCTS_v0
-1203220840,Checkers,0,GAME_OVER,49,48,2,37,1,MCTS_v0,1,2,2,MCTS_v0
1845988790,Checkers,0,GAME_OVER,108,107,2,38,1,MCTS_v0,1,1,1,MCTS_v0
-431150048,Checkers,0,GAME_OVER,61,60,2,39,1,MCTS_v0,1,2,2,MCTS_v0
347133097,Checkers,0,GAME_OVER,86,85,2,40,1,MCTS_v0,1,1,1,MCTS_v0
757194820,Checkers,0,GAME_OVER,65,64,2,41,1,MCTS_v0,1,2,2,MCTS_v0
1162112320,Checkers,0,GAME_OVER,133,132,2,42,2,MCTS_v0,2,1,1,MCTS_v0
-67764756,Checkers,0,GAME_OVER,127,126,2,43,1,MCTS_v0,1,1,1,MCTS_v0
489405264,Checkers,0,GAME_OVER,64,63,2,44,1,MCTS_v0,1,2,2,MCTS_v0
1041384760,Checkers,0,GAME_OVER,68,67,2,45,2,MCTS_v0,2,1,1,MCTS_v0
1941875272,Checkers,0,GAME_OVER,90,89,2,46,1,MCTS_v0,1,1,1,MCTS_v0
-1599822826,Checkers,0,GAME_OVER,130,129,2,47,1,MCTS_v0,1,1,1,MCTS_v0
-1611244853,Checkers,0,GAME_OVER,85,84,2,48,1,MCTS_v0,1,2,2,MCTS_v0
502169588,Checkers,0,GAME_OVER,51,50,2,49,1,MCTS_v0,1,2,2,MCTS_v0
810168959,Checkers,0,GAME_OVER,155,154,2,50,1,MCTS_v0,1,1,1,MCTS_v0
788373855,Checkers,0,GAME_OVER,59,58,2,51,2,MCTS_v0,2,1,1,MCTS_v0
1487247592,Checkers,0,GAME_OVER,62,61,2,52,1,MCTS_v0,1,2,2,MCTS_v0
-2013968178,Checkers,0,GAME_OVER,90,89,2,53,2,MCTS_v0,2,1,1,MCTS_v0
1830739278,Checkers,0,GAME_OVER,54,53,2,54,1,MCTS_v0,1,2,2,MCTS_v0
-344757270,Checkers,0,GAME_OVER,46,45,2,55,2,MCTS_v0,2,1,1,MCTS_v0
-1402833678,Checkers,0,GAME_OVER,62,61,2,56,1,MCTS_v0,1,2,2,MCTS_v0
427289878,Checkers,0,GAME_OVER,80,79,2,57,2,MCTS_v0,2,1,1,MCTS_v0
-1435908563,Checkers,0,GAME_OVER,105,104,2,58,1,MCTS_v0,1,1,1,MCTS_v0
1623284478,Checkers,0,GAME_OVER,55,54,2,59,2,MCTS_v0,2,1,1,MCTS_v0
-1534108637,Checkers,0,GAME_OVER,66,65,2,60,1,MCTS_v0,1,2,2,MCTS_v0
118455418,Checkers,0,GAME_OVER,72,71,2,61,1,MCTS_v0,1,2,2,MCTS_v0
1961457716,Checkers,0,GAME_OVER,56,55,2,62,1,MCTS_v0,1,2,2,MCTS_v0
469839114,Checkers,0,GAME_OVER,34,33,2,63,1,MCTS_v0,1,2,2,MCTS_v0
1577701718,Checkers,0,GAME_OVER,60,59,2,64,2,MCTS_v0,2,1,1,MCTS_v0
707586220,Checkers,0,GAME_OVER,79,78,2,65,2,MCTS_v0,2,1,1,MCTS_v0
199802609,Checkers,0,GAME_OVER,82,81,2,66,1,MCTS_v0,1,2,2,MCTS_v0
193227240,Checkers,0,GAME_OVER,52,51,2,67,1,MCTS_v0,1,2,2,MCTS_v0
1219648512,Checkers,0,GAME_OVER,57,56,2,68,2,MCTS_v0,2,1,1,MCTS_v0
261684033,Checkers,0,GAME_OVER,91,90,2,69,2,MCTS_v0,2,1,1,MCTS_v0
-355127172,Checkers,0,GAME_OVER,56,55,2,70,1,MCTS_v0,1,2,2,MCTS_v0
-160750234,Checkers,0,GAME_OVER,55,54,2,71,2,MCTS_v0,2,1,1,MCTS_v0
1326445153,Checkers,0,GAME_OVER,59,58,2,72,1,MCTS_v0,1,2,2,MCTS_v0
-1453111844,Checkers,0,GAME_OVER,71,70,2,73,1,MCTS_v0,1,2,2,MCTS_v0
-789855031,Checkers,0,GAME_OVER,104,103,2,74,1,MCTS_v0,1,1,1,MCTS_v0
713418241,Checkers,0,GAME_OVER,125,124,2,75,1,MCTS_v0,1,1,1,MCTS_v0
-1987882251,Checkers,0,GAME_OVER,73,72,2,76,2,MCTS_v0,2,1,1,MCTS_v0
-854757237,Checkers,0,GAME_OVER,101,100,2,77,1,MCTS_v0,1,2,2,MCTS_v0
1581715005,Checkers,0,GAME_OVER,50,49,2,78,2,MCTS_v0,2,1,1,MCTS_v0
-1566002189,Checkers,0,GAME_OVER,53,52,2,79,2,MCTS_v0,2,1,1,MCTS_v0
2127692081,Checkers,0,GAME_OVER,96,95,2,80,1,MCTS_v0,1,1,1,MCTS_v0
-1682797968,Checkers,0,GAME_OVER,74,73,2,81,1,MCTS_v0,1,2,2,MCTS_v0
1312810883,Checkers,0,GAME_OVER,100,99,2,82,2,MCTS_v0,2,1,1,MCTS_v0
-713976721,Checkers,0,GAME_OVER,113,112,2,83,1,MCTS_v0,1,1,1,MCTS_v0
471325035,Checkers,0,GAME_OVER,56,55,2,84,2,MCTS_v0,2,1,1,MCTS_v0
465584291,Checkers,0,GAME_OVER,45,44,2,85,1,MCTS_v0,1,2,2,MCTS_v0
-1530221921,Checkers,0,GAME_OVER,62,61,2,86,2,MCTS_v0,2,1,1,MCTS_v0
