Player 1,Player 2,Average Duration Player 1,Average Duration Player 2,Average Duration Draws,Average Duration Total
MCTS,MCTS,124.94,121.13,192.42,146.25
MCTS,OSLA,134.0,97.29,179.0,129.47
MCTS,Rand,85.45,0.0,0.0,85.45
OSLA,MCTS,94.54,134.55,172.82,127.21
OSLA,OSLA,100.23,107.09,147.73,113.01
OSLA,Rand,74.98,0.0,0.0,74.98
Rand,MCTS,0.0,85.61,0.0,85.61
Rand,OSLA,0.0,74.25,125.0,74.5
Rand,Rand,99.64,96.95,0.0,98.25
Total,,71.38,71.69,81.7,93.47
