Player 1,Player 2,Total Pieces Left Player 1,Total Pieces Left Player 2,Total Pieces Left Draws,Average Total Pieces Left
MCTS,MCTS,4.21,4.33,3.67,4.14
MCTS,OSLA,4.86,6.5,6.32,5.04
MCTS,Rand,7.17,0.0,0.0,7.17
OSLA,MCTS,7.42,4.76,4.56,4.91
OSLA,OSLA,7.38,7.9,8.19,7.8
OSLA,Rand,7.87,0.0,8.0,7.88
Rand,MCTS,0.0,7.26,0.0,7.26
Rand,OSLA,0.0,7.79,0.0,7.79
Rand,Rand,5.18,5.09,0.0,5.13
Total,,4.41,4.36,3.07,5.71
