GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerName-0,Player-1,Player-0,PlayerName-1
843196589,Checkers,0,GAME_OVER,112,111,2,2,OSLA,0.0,0.0,OSLA
-1714778635,Checkers,0,GAME_OVER,53,52,2,3,OSLA,-1.0,1.0,OSLA
1887257677,Checkers,0,GAME_OVER,60,59,2,4,OSLA,1.0,-1.0,OSLA
101537896,Checkers,0,GAME_OVER,41,40,2,5,OSLA,-1.0,1.0,OSLA
-1544959750,Checkers,0,GAME_OVER,42,41,2,6,OSLA,-1.0,1.0,OSLA
-642588451,Checkers,0,GAME_OVER,105,104,2,7,OSLA,0.0,0.0,OSLA
-593088629,Checkers,0,GAME_OVER,40,39,2,8,OSLA,-1.0,1.0,OSLA
-1407804484,Checkers,0,GAME_OVER,47,46,2,9,OSLA,1.0,-1.0,OSLA
-16898516,Checkers,0,GAME_OVER,42,41,2,10,OSLA,-1.0,1.0,OSLA
-406234874,Checkers,0,GAME_OVER,78,77,2,11,OSLA,1.0,-1.0,OSLA
-558036193,Checkers,0,GAME_OVER,91,90,2,12,OSLA,-1.0,1.0,OSLA
771479558,Checkers,0,GAME_OVER,123,122,2,13,OSLA,0.0,0.0,OSLA
1654239727,Checkers,0,GAME_OVER,59,58,2,14,OSLA,1.0,-1.0,OSLA
-153722822,Checkers,0,GAME_OVER,44,43,2,15,OSLA,-1.0,1.0,OSLA
-909469703,Checkers,0,GAME_OVER,56,55,2,16,OSLA,1.0,-1.0,OSLA
2057025704,Checkers,0,GAME_OVER,46,45,2,17,OSLA,1.0,-1.0,OSLA
-966234571,Checkers,0,GAME_OVER,39,38,2,18,OSLA,-1.0,1.0,OSLA
4562671,Checkers,0,GAME_OVER,80,79,2,19,OSLA,1.0,-1.0,OSLA
279355798,Checkers,0,GAME_OVER,47,46,2,20,OSLA,-1.0,1.0,OSLA
-917208624,Checkers,0,GAME_OVER,51,50,2,21,OSLA,-1.0,1.0,OSLA
